Time (s),CO (ppm),Humidity (%r.h.),Temperature (C),Flow rate (mL/min),Heater voltage (V),R1 (MOhm),R2 (MOhm),R3 (MOhm),R4 (MOhm),R5 (MOhm),R6 (MOhm),R7 (MOhm),R8 (MOhm),R9 (MOhm),R10 (MOhm),R11 (MOhm),R12 (MOhm),R13 (MOhm),R14 (MOhm)
622.2170,0.0000,48.9800,24.6200,239.7859,0.1995,4.9460,2.8968,11.3819,34.1241,47.0253,43.7591,46.4664,61.0769,65.7431,67.6646,66.8349,58.0204,59.3841,74.9537
622.5220,0.0000,48.9800,24.6080,239.7931,0.2000,4.1931,2.5091,9.8202,33.8093,46.7486,42.1526,46.9732,69.4696,61.3556,62.3092,66.8349,57.6725,58.5802,73.0008
622.8260,0.0000,48.9800,24.5958,239.8013,0.2000,3.6002,2.2053,8.4891,33.8093,46.7486,40.8807,46.7415,62.0148,60.4667,59.7462,68.3506,56.9212,58.9429,73.0008
623.1310,0.0000,48.9800,24.5836,239.8096,0.2000,3.1160,1.9665,7.2931,32.1616,47.2584,40.2907,45.7480,58.8889,61.3556,60.1967,63.9090,58.0204,59.3841,73.6785
623.4350,0.0000,48.9800,24.5800,239.8587,0.1991,2.7224,1.7734,6.3772,31.8810,46.2493,38.7509,44.0850,58.8889,59.6029,62.3092,67.8697,57.2603,58.1506,72.4454
623.7400,0.0000,48.9800,24.5800,239.9251,0.2000,2.3961,1.6182,5.5811,32.0334,45.2816,37.4791,43.6371,60.6597,57.1512,63.2123,65.8307,56.5195,57.3790,72.4454
624.0450,0.0000,48.9800,24.5800,239.9916,0.2000,2.1314,1.4904,4.8742,30.4307,45.2816,36.3160,43.1980,60.6597,56.3775,58.5052,67.3014,56.5195,57.0349,72.4454
624.3490,0.0000,48.9800,24.5800,240.0034,0.2000,1.9114,1.3826,4.3075,30.5466,45.0672,34.5893,41.7456,57.5888,57.9460,58.5052,67.3014,56.1889,57.0349,71.7899
624.6540,0.0000,48.9800,24.5800,239.9399,0.2000,1.7292,1.2924,3.8440,28.6241,44.3527,33.7203,40.9475,55.9880,57.9460,60.5772,66.8349,56.9212,57.0349,72.4454
624.9590,0.0000,48.9800,24.5800,239.8765,0.1994,1.5751,1.2168,3.4479,28.7477,42.8332,31.5981,39.6036,60.6597,43.3882,62.3092,64.3359,56.1889,56.2919,71.7899
625.2640,0.0000,48.9800,24.5800,239.8310,0.2000,1.4454,1.1492,3.1101,28.8515,41.1962,30.1695,38.7226,58.8889,54.8903,58.9374,65.2954,56.1889,55.8946,71.2524
625.5680,0.0000,48.9800,24.5800,239.8949,0.1994,1.3372,1.0918,2.8186,27.8649,41.5938,28.7664,37.3660,55.2200,47.0753,56.6351,65.8307,55.7972,56.6272,71.2524
625.8730,0.0000,48.9800,24.5800,239.9589,0.2000,1.2442,1.0420,2.5755,26.0590,40.0465,26.9090,36.2388,53.0355,54.8903,58.9374,61.2250,55.4749,57.0349,72.4454
626.1780,0.0000,48.9800,24.5800,240.0230,0.2000,1.1625,0.9984,2.3666,26.2483,39.6770,25.6880,34.6284,54.8097,54.4980,60.1967,65.2954,55.4749,55.5677,71.7899
626.4820,0.0000,48.9800,24.5800,240.0445,0.2000,1.0932,0.9600,2.1888,25.5887,38.2635,24.1186,33.2700,55.9880,52.4352,56.9725,64.3359,55.4749,55.1804,70.6179
626.7870,0.0000,48.9800,24.5800,240.0592,0.1990,1.0323,0.9207,2.0309,23.8901,36.1510,22.2660,32.1219,55.2200,57.9460,56.9725,61.6173,54.0991,53.8044,68.9791
627.0930,0.0000,48.9800,24.5800,240.0739,0.2000,0.9788,0.8950,1.8961,22.9051,34.8387,21.0650,30.3970,54.0730,53.7929,59.3023,61.2250,53.4361,53.8044,67.8952
627.3980,0.0000,48.9800,24.5871,240.0729,0.2000,0.9325,0.8674,1.7805,22.3331,33.5919,19.6325,29.6382,53.3555,51.7813,58.9374,62.0947,53.0811,55.5677,70.0976
627.7030,0.0000,48.9800,24.5993,240.0607,0.2000,0.8899,0.8428,1.6779,21.5841,31.9636,18.3672,28.4343,55.6363,51.1432,55.9066,61.2250,53.0811,54.8616,70.6179
628.0070,0.0000,48.9800,24.6114,240.0486,0.1997,0.8526,0.8203,1.5899,21.3258,31.0292,17.3339,26.9690,37.0203,52.1360,54.8161,63.9090,54.0991,54.8616,70.0976
628.3120,0.0000,48.9800,24.6200,240.0386,0.2000,0.8181,0.7994,1.5068,19.9434,29.3109,16.2968,25.9624,51.3110,52.7987,57.3826,60.3791,54.4059,54.8616,68.9791
628.6170,0.0000,48.9800,24.6200,240.0341,0.2000,0.7884,0.7810,1.4354,19.3968,28.6070,15.2135,24.3713,51.6712,50.8583,57.7289,62.9890,52.7888,53.8044,68.3837
628.9220,0.0000,48.9800,24.6200,240.0295,0.2000,0.7610,0.7642,1.3749,18.9335,26.8804,14.2337,23.1331,53.7445,50.2422,55.5168,64.3359,53.7355,52.8453,68.9791
629.2270,0.0000,48.9800,24.6200,240.0239,0.2000,0.7365,0.7492,1.3173,18.1953,25.6405,13.2920,22.0853,52.6564,50.2422,56.6351,62.4980,52.7888,53.1414,68.3837
629.5310,0.0000,48.9800,24.6200,239.9701,0.1992,0.7142,0.7342,1.2630,16.8431,24.5850,12.5066,20.8995,51.6712,51.1432,55.9066,61.2250,53.7355,53.8044,67.8952
629.8370,0.0000,48.9800,24.6200,239.9160,0.2000,0.6916,0.7207,1.2165,16.3266,23.1439,11.7070,19.5525,52.3446,50.8583,58.5052,61.6173,52.7888,53.5010,68.3837
630.1410,0.0000,48.9800,24.6200,239.8622,0.2000,0.6747,0.7091,1.1756,15.7348,21.8671,10.9789,18.6541,52.6564,51.1432,57.7289,60.3791,52.4422,52.2052,67.8952
630.4450,0.0000,48.9800,24.6200,239.8211,0.2000,0.6571,0.6970,1.1352,14.8266,20.5025,10.3165,17.8310,52.6564,48.4789,53.4654,60.3791,53.0811,53.1414,67.8952
630.7500,0.0000,48.9800,24.6200,239.7845,0.2000,0.6407,0.6863,1.0991,14.4805,19.8621,9.6852,16.5796,50.3742,49.6406,54.5033,63.4039,52.1567,52.8453,67.8952
631.0550,0.0000,48.9800,24.6200,239.7479,0.2000,0.6263,0.6760,1.0686,13.5921,18.6814,9.1188,15.6338,49.4150,52.1360,58.5052,60.3791,51.5393,52.4943,66.8445
631.3590,0.0000,48.9800,24.6200,239.7960,0.2000,0.6124,0.6671,1.0384,13.0201,17.6622,8.6000,14.7345,51.3110,51.4893,57.7289,60.7607,52.1567,51.2453,67.8952
631.6640,0.0000,48.9800,24.6200,239.9464,0.1995,0.5994,0.6577,1.0091,12.3998,16.7117,8.1409,13.9230,52.3446,48.4789,52.5235,58.6825,53.0811,51.2453,66.8445
631.9690,0.0000,48.9800,24.6200,240.0968,0.2000,0.5871,0.6492,0.9846,11.9786,15.7909,7.6556,2.9376,50.3742,48.4789,52.5235,62.0947,21.4858,7.2863,4.6466
632.2730,0.0000,48.9800,24.6179,240.2185,0.2007,0.0709,0.1699,0.1312,0.1993,0.2030,0.1881,0.1682,0.4285,0.2048,0.2860,0.1774,0.1706,0.1522,0.1414
632.5780,0.0000,48.9800,24.6057,240.2035,0.8778,0.0639,0.1530,0.1096,0.1136,0.1210,0.1417,0.1237,0.1358,0.1099,0.1395,0.1246,0.1289,0.1176,0.1171
632.8830,0.0000,48.9800,24.5935,240.1886,0.8919,0.0705,0.1473,0.1078,0.1049,0.1127,0.1329,0.1202,0.1198,0.1036,0.1278,0.1183,0.1226,0.1135,0.1139
633.1870,0.0000,48.9800,24.5814,240.1737,0.8950,0.0758,0.1437,0.1091,0.1027,0.1121,0.1294,0.1209,0.1170,0.1023,0.1256,0.1166,0.1212,0.1131,0.1131
633.4920,0.0000,48.9800,24.5800,240.2162,0.8980,0.0799,0.1427,0.1117,0.1026,0.1135,0.1281,0.1227,0.1161,0.1019,0.1250,0.1159,0.1205,0.1129,0.1130
633.7970,0.0000,48.9800,24.5800,240.2659,0.8981,0.0827,0.1430,0.1145,0.1034,0.1152,0.1281,0.1248,0.1158,0.1017,0.1249,0.1153,0.1201,0.1130,0.1126
634.1010,0.0000,48.9800,24.5800,240.3154,0.8988,0.0852,0.1440,0.1174,0.1044,0.1174,0.1286,0.1268,0.1157,0.1015,0.1249,0.1148,0.1200,0.1130,0.1126
634.4060,0.0000,48.9800,24.5800,240.2814,0.8987,0.0871,0.1455,0.1199,0.1054,0.1195,0.1293,0.1288,0.1154,0.1014,0.1248,0.1146,0.1196,0.1130,0.1123
634.7110,0.0000,48.9800,24.5800,240.1929,0.8980,0.0888,0.1470,0.1223,0.1065,0.1211,0.1301,0.1305,0.1154,0.1013,0.1248,0.1143,0.1193,0.1130,0.1123
635.0160,0.0000,48.9800,24.5800,240.1045,0.8985,0.0905,0.1486,0.1242,0.1075,0.1228,0.1309,0.1320,0.1153,0.1014,0.1246,0.1142,0.1192,0.1127,0.1122
635.3220,0.0000,48.9800,24.5800,240.0350,0.8990,0.0918,0.1499,0.1261,0.1085,0.1242,0.1317,0.1334,0.1154,0.1013,0.1245,0.1139,0.1192,0.1129,0.1122
635.6260,0.0000,48.9800,24.5800,240.0049,0.8987,0.0930,0.1513,0.1277,0.1092,0.1254,0.1324,0.1348,0.1154,0.1013,0.1245,0.1136,0.1192,0.1127,0.1120
635.9300,0.0000,48.9800,24.5800,239.9749,0.8990,0.0940,0.1524,0.1292,0.1101,0.1267,0.1331,0.1358,0.1154,0.1012,0.1245,0.1135,0.1189,0.1129,0.1120
636.2350,0.0000,48.9800,24.5800,239.9466,0.8989,0.0951,0.1534,0.1304,0.1108,0.1278,0.1336,0.1369,0.1152,0.1010,0.1243,0.1134,0.1188,0.1127,0.1119
636.5400,0.0000,48.9800,24.5800,239.9582,0.8980,0.0960,0.1543,0.1317,0.1114,0.1287,0.1341,0.1376,0.1153,0.1012,0.1243,0.1132,0.1186,0.1127,0.1119
636.8440,0.0000,48.9800,24.5800,239.9697,0.8990,0.0968,0.1552,0.1326,0.1121,0.1297,0.1345,0.1385,0.1152,0.1009,0.1241,0.1131,0.1186,0.1126,0.1118
637.1500,0.0000,48.9800,24.5800,239.9813,0.8982,0.0557,0.1488,0.2224,0.1751,0.2787,0.3276,0.4991,0.1030,0.1097,0.1909,0.3487,0.7020,1.2564,1.4675
637.4560,0.0000,48.9800,24.5894,239.9732,0.2154,0.7495,2.0887,3.1883,2.3880,3.3695,3.9902,5.2636,8.1714,7.7972,9.6919,16.9766,21.3244,26.1085,32.4236
637.7610,0.0000,48.9800,24.6016,239.9592,0.2096,5.6246,13.3432,20.1729,13.9814,19.1193,21.5302,26.3804,53.3555,46.8330,57.3826,64.8558,65.4269,64.2680,73.6785
638.0650,0.0000,48.9800,24.6137,239.9452,0.2055,22.3186,41.8611,53.8273,36.6641,52.1043,53.8074,60.9168,77.4240,68.3795,73.8965,83.3024,81.1007,69.4023,82.0441
638.3700,0.0000,48.9800,24.6200,239.9161,0.2034,48.1649,69.1448,80.6932,52.2232,74.8839,76.2102,83.6010,78.2372,75.7953,80.6932,86.5731,82.6184,78.7567,82.7549
638.6750,0.0000,48.9800,24.6200,239.8713,0.2020,68.5571,82.7015,89.8357,57.0082,83.3863,87.4393,88.6672,73.9623,75.7953,86.3116,84.0241,81.9217,76.7411,83.6241
638.9790,0.0000,48.9800,24.6200,239.8266,0.2020,78.3034,85.1632,94.5698,57.4061,88.3945,87.4393,89.6542,74.5800,75.1784,82.2033,80.9377,80.4289,74.7083,82.7549
639.2840,0.0000,48.9800,24.6200,239.8007,0.2009,79.7171,86.8347,87.0883,57.8909,85.7425,88.4531,53.7185,75.9758,72.5778,72.1267,80.2672,79.6371,73.4487,78.2765
639.5890,0.0000,48.9800,24.6200,239.8477,0.2000,79.0683,87.6161,82.2033,52.9649,77.5210,77.6364,79.8631,81.3692,73.8555,69.8255,75.3916,73.7047,71.6896,78.2765
639.8950,0.0000,48.9800,24.6200,239.8948,0.2001,71.3877,77.6770,74.5825,49.7504,73.6306,72.2262,73.1862,68.2983,74.4511,74.5825,74.8085,69.0754,75.4135,82.0441
640.2000,0.0000,48.9800,24.6200,239.9418,0.2000,68.0747,76.3332,76.4748,48.7432,71.2444,70.9881,71.9810,70.6812,76.5489,77.8317,74.8085,69.5724,71.6896,81.2069
640.5050,0.0000,48.9800,24.6200,239.9606,0.2000,58.8598,68.0747,70.9577,47.4977,66.3502,65.3771,66.9625,74.5800,72.5778,68.7283,78.8302,59.6018,72.2303,79.0547
640.8090,0.0000,48.9800,24.6200,239.9773,0.2000,54.4606,63.5954,66.6330,46.0522,62.5610,61.4816,64.9666,70.1254,73.1532,68.1441,79.4770,65.9633,72.2303,80.5220
641.1140,0.0000,48.9800,24.6200,239.9941,0.2000,51.2600,61.8035,62.7987,42.1043,60.4399,58.8476,60.9168,66.6625,77.1883,75.1638,76.1033,65.4269,72.2303,79.0547
641.4190,0.0000,48.9800,24.6200,239.9780,0.2000,46.8426,55.1483,60.5772,41.6304,57.9621,57.6490,58.3870,67.1654,75.7953,75.8734,74.8085,64.4655,70.5276,77.6394
641.7230,0.0000,48.9800,24.6200,239.9443,0.2000,43.9904,53.7895,56.6351,39.6406,57.2027,56.8524,57.2667,70.6812,70.6869,68.7283,76.7065,64.9864,69.4023,78.2765
642.0280,0.0000,48.9800,24.6200,239.9104,0.2000,41.6775,50.3972,54.5033,40.9595,53.0277,54.5217,58.0323,71.3599,71.3431,67.6646,71.1727,64.4655,72.8899,84.3623
642.3360,0.0000,48.9800,24.6200,239.8672,0.1991,40.2975,48.9538,52.5235,38.1853,53.0277,51.4753,53.3574,72.6381,71.8992,70.3356,70.5488,61.7414,66.2291,77.6394
642.6410,0.0000,48.9800,24.6200,239.8092,0.2000,38.0017,43.9904,51.5578,38.5850,51.4875,51.1251,52.7077,68.9323,70.6869,69.2228,69.4325,60.5007,68.8032,79.7151
642.9460,0.0000,48.9800,24.6200,239.7513,0.2000,35.7839,40.8879,51.8946,39.6406,52.1043,51.4753,54.0231,68.9323,70.6869,68.7283,72.8909,61.7414,67.2546,77.6394
643.2510,0.0000,48.9800,24.6200,239.7041,0.2000,33.1370,37.0193,48.6589,38.0062,51.7661,50.2138,53.3574,69.4696,76.5489,70.3356,71.1727,61.7414,66.6914,77.6394
643.5550,0.0000,48.9800,24.6200,239.7554,0.1993,30.7440,31.3207,45.3583,39.6406,52.3895,50.4951,52.4174,65.5821,71.8992,68.1441,72.3453,60.5007,69.9094,82.0441
643.8620,0.0000,48.9800,24.6200,239.8073,0.1994,28.1951,27.1874,43.5244,37.7935,49.7203,50.2138,51.1767,72.6381,71.8992,68.7283,70.0370,60.8831,65.2340,76.8882
644.1670,0.0000,48.9800,24.6200,239.8589,0.2000,25.0773,22.6845,40.4326,38.1853,50.2960,49.0116,52.0732,68.9323,72.5778,67.6646,68.9366,60.0479,64.7036,76.2732
644.4710,0.0000,48.9800,24.6200,239.8440,0.2000,21.8480,18.2988,36.1722,36.3021,50.8849,49.6055,50.8483,65.0072,70.6869,64.1416,70.5488,59.6018,64.7036,76.2732
644.7770,0.0000,48.9800,24.6200,239.8146,0.2000,19.3804,14.6890,32.5693,35.5988,49.1574,47.5609,49.1134,63.5216,70.6869,66.6330,66.8349,57.6725,61.9316,77.6394
645.0810,0.0000,48.9800,24.6200,239.7854,0.1998,16.2418,11.7504,29.3967,35.5988,49.9804,49.0116,49.4202,65.5821,67.2807,67.0980,69.4325,60.5007,62.4181,76.2732
645.3850,0.0000,48.9800,24.6200,239.7784,0.2000,13.8122,9.3231,26.6791,37.2375,49.1574,47.3106,49.9924,68.2983,66.7926,62.7987,69.4325,59.6018,61.9316,75.5478
645.6900,0.0000,48.9800,24.6200,239.7903,0.2000,11.6244,7.4375,23.4424,36.6641,49.4117,46.2396,49.6787,64.5356,66.7926,62.3092,70.0370,59.2350,61.9316,74.9537
645.9960,0.0000,48.9800,24.6200,239.8022,0.2000,9.8019,5.9759,20.0202,34.7712,47.7793,47.0137,49.9924,61.0769,67.2807,64.6599,66.8349,58.8007,62.4181,76.2732
646.3000,0.0000,48.9800,24.6200,239.8323,0.1998,8.2382,4.8614,17.8241,35.4426,47.7793,45.9557,48.0199,63.5216,63.7388,69.2228,67.3014,58.4435,60.6701,74.9537
646.6040,0.0000,48.9800,24.6200,239.9144,0.2000,6.8937,4.0237,14.8449,35.4426,47.7793,45.4440,48.0199,64.5356,62.2706,61.9071,69.4325,58.8007,60.2100,73.0008
646.9090,0.0000,48.9800,24.6200,239.9968,0.2000,5.8240,3.3890,13.1731,34.5923,47.5412,43.5042,48.3134,62.9816,67.2807,62.7987,67.3014,57.6725,59.3841,74.2528
647.2130,0.0000,48.9800,24.6200,240.0788,0.2000,4.9347,2.8849,11.2655,33.0330,46.2493,43.2939,47.4909,60.6597,63.2129,61.4312,65.8307,58.0204,60.2100,75.5478
647.5190,0.0000,48.9800,24.6081,240.0566,0.2000,4.1872,2.5078,9.7826,32.8980,46.2493,42.3922,45.9702,59.2824,65.1843,66.6330,66.2834,57.6725,58.5802,74.2528
647.8230,0.0000,48.9800,24.5959,240.0316,0.2000,3.5863,2.2008,8.4386,32.6048,44.6023,40.8807,45.2667,62.5385,58.7630,51.2803,64.8558,56.1889,56.2919,70.6179
648.1290,0.0000,48.9800,24.5837,240.0065,0.1998,3.0991,1.9616,7.2476,31.8810,44.6023,38.9201,46.4664,60.6597,58.7630,58.5052,64.8558,57.6725,59.3841,74.2528
648.4340,0.0000,48.9800,24.5800,240.0065,0.2000,2.7041,1.7708,6.3001,31.6051,45.7605,38.7509,44.0850,57.2171,59.2182,61.4312,66.8349,57.6725,61.0589,80.5220
648.7420,0.0000,48.9800,24.5800,240.0172,0.1999,2.3860,1.6160,5.5095,30.4307,43.7002,36.7970,42.5746,65.0072,57.9460,60.5772,63.4039,56.5195,55.8946,70.0976
649.0470,0.0000,48.9800,24.5800,240.0279,0.1998,2.1206,1.4856,4.8363,30.0429,43.2625,35.3616,41.7456,62.0148,56.3775,57.7289,62.9890,55.7972,55.5677,69.4831
649.3520,0.0000,48.9800,24.5800,240.0361,0.2000,1.8992,1.3788,4.2827,29.3168,44.3527,34.5893,41.5249,56.4158,56.7266,58.1498,67.3014,56.1889,57.3790,71.2524
649.6570,0.0000,48.9800,24.5800,240.0410,0.1996,1.7177,1.2889,3.8102,28.4002,43.9021,33.1642,40.3509,54.4724,55.9641,61.4312,65.2954,56.5195,56.6272,71.7899
649.9620,0.0000,48.9800,24.5800,240.0459,0.1995,1.5664,1.2119,3.4304,28.7477,42.8332,31.5981,39.0769,56.4158,55.2214,61.9071,65.2954,55.0929,56.2919,71.2524
650.2660,0.0000,48.9800,24.5800,240.0488,0.1995,1.4409,1.1477,3.0952,27.7485,41.1962,29.7207,38.3745,58.0412,57.1512,58.9374,64.8558,55.7972,55.1804,71.7899
650.5710,0.0000,48.9800,24.5800,240.0409,0.2000,1.3306,1.0893,2.7976,26.6352,41.1962,28.2473,36.7219,55.6363,54.8903,56.6351,65.8307,55.7972,56.2919,70.6179
650.8760,0.0000,48.9800,24.5800,240.0330,0.1997,1.2376,1.0396,2.5558,26.4404,40.2166,26.8263,35.3355,54.0730,54.4980,59.7462,64.8558,54.7785,55.8946,70.6179
651.1800,0.0000,48.9800,24.5800,240.0251,0.2000,1.1579,0.9962,2.3541,25.5887,38.9578,25.2849,34.1972,54.0730,52.7987,59.3023,65.8307,55.0929,55.1804,70.0976
651.4850,0.0000,48.9800,24.5800,239.9712,0.1991,1.0884,0.9588,2.1776,24.7112,36.7720,23.6186,33.1280,59.2824,54.1752,57.7289,63.9090,55.4749,54.4839,69.4831
651.7900,0.0000,48.9800,24.5800,239.9102,0.1990,1.0283,0.9240,2.0197,24.3763,36.1510,22.0832,32.0113,55.6363,52.1360,55.1962,65.2954,54.4059,55.1804,69.4831
652.0940,0.0000,48.9800,24.5800,239.8494,0.2000,0.9750,0.6888,0.5309,2.6354,2.3169,1.1722,1.0409,51.9752,14.3618,9.1059,1.3296,0.5957,0.4453,0.3169
652.4000,0.0000,48.9800,24.5872,239.8730,0.8496,0.0676,0.1655,0.1271,0.1857,0.2145,0.1924,0.1881,0.1938,0.1315,0.1780,0.1392,0.1436,0.1299,0.1247
652.7050,0.0000,48.9800,24.5993,239.9565,0.8856,0.0674,0.1534,0.1133,0.1202,0.1358,0.1464,0.1378,0.1261,0.1063,0.1324,0.1206,0.1258,0.1161,0.1150
653.0090,0.0000,48.9800,24.6115,240.0397,0.8940,0.0729,0.1475,0.1111,0.1090,0.1218,0.1353,0.1285,0.1186,0.1031,0.1267,0.1173,0.1223,0.1138,0.1135
653.3140,0.0000,48.9800,24.6200,240.0978,0.8965,0.0775,0.1447,0.1123,0.1061,0.1189,0.1317,0.1270,0.1168,0.1023,0.1254,0.1161,0.1211,0.1135,0.1128
653.6190,0.0000,48.9800,24.6200,240.0978,0.8980,0.0808,0.1442,0.1146,0.1058,0.1191,0.1304,0.1276,0.1163,0.1019,0.1252,0.1155,0.1207,0.1134,0.1127
653.9240,0.0000,48.9800,24.6200,240.0979,0.8980,0.0838,0.1446,0.1172,0.1061,0.1200,0.1302,0.1289,0.1161,0.1019,0.1250,0.1151,0.1203,0.1134,0.1127
654.2280,0.0000,48.9800,24.6200,240.0972,0.8980,0.0860,0.1458,0.1197,0.1070,0.1214,0.1306,0.1305,0.1159,0.1017,0.1248,0.1148,0.1199,0.1134,0.1126
654.5330,0.0000,48.9800,24.6200,240.0631,0.8990,0.0878,0.1472,0.1221,0.1077,0.1229,0.1313,0.1321,0.1158,0.1015,0.1249,0.1144,0.1197,0.1133,0.1123
654.8380,0.0000,48.9800,24.6200,240.0290,0.8980,0.0895,0.1486,0.1241,0.1086,0.1243,0.1320,0.1335,0.1157,0.1015,0.1248,0.1143,0.1196,0.1133,0.1124
655.1430,0.0000,48.9800,24.6200,239.9948,0.8980,0.0910,0.1498,0.1260,0.1093,0.1257,0.1326,0.1348,0.1156,0.1014,0.1246,0.1139,0.1194,0.1131,0.1123
655.4470,0.0000,48.9800,24.6200,239.9777,0.8990,0.0922,0.1511,0.1277,0.1101,0.1268,0.1332,0.1359,0.1158,0.1014,0.1246,0.1139,0.1193,0.1130,0.1122
655.7530,0.0000,48.9800,24.6200,239.9664,0.8982,0.0934,0.1523,0.1290,0.1108,0.1279,0.1339,0.1369,0.1156,0.1013,0.1245,0.1136,0.1192,0.1130,0.1120
656.0560,0.0000,48.9800,24.6200,239.9552,0.8990,0.0946,0.1534,0.1304,0.1115,0.1290,0.1344,0.1379,0.1156,0.1013,0.1245,0.1134,0.1189,0.1131,0.1119
656.3610,0.0000,48.9800,24.6200,240.0077,0.8990,0.0955,0.1543,0.1316,0.1121,0.1298,0.1348,0.1386,0.1154,0.1012,0.1243,0.1134,0.1189,0.1129,0.1119
656.6660,0.0000,48.9800,24.6200,240.1355,0.8990,0.0964,0.1550,0.1326,0.1126,0.1307,0.1352,0.1392,0.1156,0.1010,0.1243,0.1132,0.1189,0.1129,0.1119
656.9700,0.0000,48.9800,24.6200,240.2628,0.8990,0.0971,0.1559,0.1334,0.1130,0.1312,0.1357,0.0916,0.1156,0.1012,0.1242,0.1131,0.0459,0.0767,0.0816
657.2750,0.0000,48.9800,24.6200,240.3445,0.8990,0.1642,0.4749,0.7364,0.5839,0.8968,1.0427,1.5296,0.8036,0.8335,1.1988,2.3502,3.7864,5.8827,7.3270
657.5800,0.0000,48.9800,24.6200,240.2118,0.2122,1.8891,4.8429,7.4802,5.6365,7.8778,8.9425,11.6560,24.0441,22.1168,26.2677,38.5688,42.0413,45.5628,55.2289
657.8840,0.0000,48.9800,24.6200,240.0796,0.2071,10.7882,23.4517,33.1951,23.6611,33.3292,35.5030,42.1561,67.7787,60.4667,68.7283,76.1033,77.5990,71.0511,79.7151
658.1890,0.0000,48.9800,24.6200,239.9469,0.2050,33.3963,57.3178,68.1441,44.1105,64.4007,65.9463,72.5239,86.5611,77.1883,79.2369,83.3024,85.8287,77.3599,84.3623
658.4940,0.0000,48.9800,24.6200,239.9065,0.2030,58.5022,76.9383,82.2033,55.3201,84.9922,83.1477,86.9124,77.4240,76.5489,77.2091,84.9067,85.0777,78.7567,83.6241
658.7980,0.0000,48.9800,24.6200,239.8770,0.2020,73.1111,85.9150,88.0388,57.8909,91.0430,88.4531,89.6542,73.2341,75.7953,79.2369,84.0241,82.6184,77.3599,83.6241
659.1030,0.0000,48.9800,24.6200,239.8474,0.2005,79.0683,85.9150,89.8357,54.5125,89.2056,90.3736,91.5214,73.9623,74.4511,80.0247,76.1033,81.1007,74.1305,82.7549
659.4080,0.0000,48.9800,24.6200,239.8422,0.2007,84.2780,90.3801,89.8357,56.5378,82.5354,83.1477,85.2249,75.3350,76.5489,77.2091,78.8302,77.5990,72.8899,82.0441
659.7120,0.0000,48.9800,24.6200,239.8522,0.2000,74.3444,81.1822,83.7703,54.5125,80.3481,77.6364,81.3453,74.5800,73.8555,70.3356,80.9377,74.2698,72.8899,80.5220
660.0170,0.0000,48.9800,24.6200,239.8623,0.2005,68.0747,75.0345,72.1267,49.3902,75.4675,74.2258,75.7201,69.4696,74.4511,72.6707,76.1033,73.0377,74.1305,79.7151
660.3220,0.0000,48.9800,24.6200,239.8839,0.2000,63.5954,70.2486,72.6707,48.7432,68.4194,68.6335,68.5895,68.9323,78.6328,79.2369,75.3916,70.1781,76.0113,89.5776
660.6290,0.0000,48.9800,24.6200,239.9294,0.2010,59.2946,68.0747,65.0981,45.4878,62.1572,62.9311,65.4992,81.3692,73.1532,70.3356,74.8085,66.9695,69.9094,80.5220
660.9350,0.0000,48.9800,24.6200,239.9747,0.2000,54.8336,61.8035,61.0401,43.5916,59.9876,58.0183,61.7820,68.9323,73.1532,68.1441,73.5565,65.4269,72.8899,55.9487
661.2400,0.0000,48.9800,24.6200,240.0158,0.2000,50.0809,59.6617,60.1967,42.1043,59.5419,58.8476,59.1825,67.7787,75.1784,75.1638,75.3916,65.4269,71.6896,79.7151
661.5440,0.0000,48.9800,24.6200,239.9960,0.2001,46.1185,55.8533,60.1967,42.3673,58.3847,56.0078,58.0323,67.1654,71.3431,72.6707,74.8085,65.4269,68.8032,73.0008
661.8490,0.0000,48.9800,24.6200,239.9762,0.2000,43.3495,52.8418,55.1962,42.1043,56.8640,55.6631,57.6122,71.9353,70.6869,68.1441,75.3916,64.0377,69.4023,79.0547
662.1540,0.0000,48.9800,24.6200,239.9564,0.2000,40.5040,52.2091,54.5033,40.2695,54.0448,53.4887,56.5207,73.2341,76.5489,70.9577,74.1205,62.6239,69.9094,78.2765
662.4590,0.0000,48.9800,24.6105,239.9682,0.2000,38.8440,47.1199,54.1325,39.8350,53.6815,52.8006,54.3932,66.0689,77.9697,73.3343,72.3453,62.2197,69.4023,79.0547
662.7630,0.0000,48.9800,24.5983,239.9889,0.2000,37.3412,42.9193,53.4654,38.9931,53.0277,52.4326,53.0601,66.6625,75.1784,75.1638,70.5488,62.2197,46.5522,79.0547
663.0690,0.0000,48.9800,24.5861,240.0097,0.1996,35.6216,39.7569,49.2128,38.0062,50.8849,50.2138,52.4174,78.2372,71.3431,67.0980,68.9366,60.8831,64.7036,74.9537
663.3740,0.0000,48.9800,24.5800,240.0119,0.2000,33.1370,34.3482,46.5604,37.4095,50.8849,49.6055,45.9702,69.4696,71.3431,65.0981,69.4325,59.6018,68.8032,74.9537
663.6800,0.0000,48.9800,24.5800,239.9957,0.2000,29.8781,29.8781,44.6321,36.8645,50.2960,49.6055,50.8483,70.6812,71.3431,69.2228,69.4325,58.8007,64.7036,74.9537
663.9860,0.0000,48.9800,24.5800,239.9795,0.2000,26.7632,24.8607,41.4265,37.2375,49.7203,48.6935,54.0231,67.7787,69.5143,67.6646,66.8349,41.8191,65.2340,75.5478
